Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap,has_overlap,has_label
ungp_climate_change_action,action,,,,,,,,,,,,FALSE,FALSE
ungp_crime_violence,crime violence,,,,,,,,,,,,FALSE,FALSE
ungp_education,education,,,,,,,,,,,,FALSE,FALSE
ungp_forests_rivers_oceans,oceans,,,,,,,,,,,,FALSE,FALSE
ungp_freedom_from_discrimination,freedom discrimination,,,,,,,,,,,,FALSE,FALSE
ungp_gender_equality,gender equality,,,,,,,,,,,,FALSE,FALSE
ungp_healthcare,healthcare,,,,,,,,,,,,FALSE,FALSE
ungp_job_opportunities_employment,employment,,,,,,,,1,,,,FALSE,TRUE
ungp_job_opportunities_working_conditions,working conditions,,,,,,,,1,,,,FALSE,TRUE
ungp_phone_internet_access_cost,access cost,,,,,,,,,,,,FALSE,FALSE
ungp_phone_internet_access_slow,access slow,,,,,,,,,,,,FALSE,FALSE
ungp_political_freedoms,freedoms,,,,,,,,,,,,FALSE,FALSE
ungp_support_for_people_who_cant_work,cant work,,,,,,,,,,,,FALSE,FALSE
ungp_transportation_roads,transportation roads,,,,,,,,,,,,FALSE,FALSE
unrest_acquire_weapons,acquire,,,,,,,,,,,,FALSE,FALSE
unrest_belligerent,belligerent,,,,,,,,,,,,FALSE,FALSE
unrest_checkpoint,checkpoint,,,,,,,,,,,,FALSE,FALSE
unrest_closingborder,closing border,,,,,,,,,,,,FALSE,FALSE
unrest_crackdown,crackdown,,,,,,,,,,,,FALSE,FALSE
unrest_human_shield,human shield,,,,,,,,,,,,FALSE,FALSE
unrest_hungerstrike,hunger strike,,,,,,,,,,,,FALSE,FALSE
unrest_molotovcocktail,molotov cocktail,,,,,,,,,,,,FALSE,FALSE
unrest_national_self_defense,defense,,,,,,,,,,,,FALSE,FALSE
unrest_policebrutality,police brutality,,,,,,,,,,,,FALSE,FALSE
unrest_self_identified_hate_crime,hate crime,,,,,,,,,,,,FALSE,FALSE
unrest_self_identified_hate_speech,hate speech,,,,,,,,,,,,FALSE,FALSE
unrest_stonethrowing,stone throwing,,,,,,,,1,,,,FALSE,TRUE
unrest_stoning,stoning,,,,,,,,,,,,FALSE,FALSE
unrest_ultimatum,ultimatum,,,,,,,,,,,,FALSE,FALSE
unsafe_work_environment,work environment,,,,,,,,1,,,,FALSE,TRUE
urban,urban,,,,,,,,,,,,FALSE,FALSE
uspec_policy1,policy,,,,,,,,,,,,FALSE,FALSE
uspec_politics_general1,politics general,,,,,,,,,,,,FALSE,FALSE
uspec_uncertainty1,uncertainty,,,,,,,,,,,,FALSE,FALSE
vandalize,vandalize,,,,,,,,1,,,,FALSE,TRUE
veto,veto,,,,,,,,,,,,FALSE,FALSE
violent_unrest,unrest,,,,,,,,,,,,FALSE,FALSE
water_security,security,,,,,,,,,,,,FALSE,FALSE
wb_1000_water_management_structures,structures,,,,,,,,,,,,FALSE,FALSE
wb_1014_criminal_justice,criminal justice,,,,,,1,,,,,,FALSE,TRUE
wb_1016_special_economic_zones,zones,,,,,,,,,,,,FALSE,FALSE
wb_1017_consumer_protection_law,law,1,,,,,1,,,,,,TRUE,TRUE
wb_1020_law_of_the_sea,law sea,1,,,,,,,,,,,FALSE,TRUE
wb_1021_water_law,water law,1,,,,,,,,,,,FALSE,TRUE
wb_1024_public_international_law,law,1,,,,,1,,,,,,TRUE,TRUE
wb_1026_treaties,treaties,1,,,,,1,,,,,,TRUE,TRUE
wb_1031_competition_law,competition law,,,,,,1,,,,,,FALSE,TRUE
wb_1039_property_laws_and_regulations,regulations,1,,,,,1,,,,,,TRUE,TRUE
wb_1040_copyright_law,copyright law,,,,,,1,,,,,,FALSE,TRUE
wb_1041_patents,patents,,,,,,1,,,,,,FALSE,TRUE
wb_1042_trademarks,trademarks,,,,,,1,,,,,,FALSE,TRUE
wb_1044_civil_law,civil law,,,,,,1,,,,,,FALSE,TRUE
wb_1045_treasury,treasury,,,,,,,,,,,,FALSE,FALSE
wb_1050_aquaculture,aquaculture,,,,,,,,,,,,FALSE,FALSE
wb_1054_food_borne_diseases,diseases,,,,,1,,,,,,,FALSE,TRUE
wb_1058_agribusiness,agribusiness,,,,,,,,,,,,FALSE,FALSE
wb_1064_water_demand_management,management,,,,,,,,,,,,FALSE,FALSE
wb_1068_market_failures_versus_government_failures,versus government failures,,,,,,,,,,,,FALSE,FALSE
wb_1070_economic_growth_policy,economic growth,,,,,,,,,,,,FALSE,FALSE
wb_1072_fiscal_policy_and_growth,fiscal growth,,,,,,,,,,,,FALSE,FALSE
wb_1073_fiscal_stimulus_and_fiscal_rules,fiscal rules,,,,,,,,,,,,FALSE,FALSE
wb_1074_fiscal_contraction,fiscal contraction,,,,,,,,,,,,FALSE,FALSE
wb_1075_industry_policy,industry,,,,,,,,,,,,FALSE,FALSE
wb_1078_determinants_of_growth,determinants growth,,,,,,,,,,,,FALSE,FALSE
wb_1079_commodities_and_resources,commodities resources,,,,,,,,,,,,FALSE,FALSE
wb_1081_finance_and_growth,finance growth,,,,,,,,,,,,FALSE,FALSE
wb_1083_infrastructure_and_growth,infrastructure growth,,,,,,,,,,,,FALSE,FALSE
wb_1084_technology_transfer_and_diffusion,diffusion,,,,,,,,,,,,FALSE,FALSE
wb_1096_macroeconomic_sustainability,macroeconomics u stainability,,,,,,,,,,,,FALSE,FALSE
wb_1098_monetary_and_financial_stability,stability,,,,,,,,,,,,FALSE,FALSE
wb_1100_sustainable_growth,sustainable growth,,,,,,,,,,,,FALSE,FALSE
wb_1102_administrative_law,administrative law,,,,,,,,,,,,FALSE,FALSE
wb_1104_macroeconomic_vulnerability_and_debt,debt,,,,,,,,,,,,FALSE,FALSE
wb_1121_taxation,taxation,,,,,,,,,,1,,FALSE,TRUE
wb_1122_tax_expenditures,tax expenditures,,,,,,,,,,1,,FALSE,TRUE
wb_1130_structural_policy_and_reform,structural reform,,,,,,,,,,,,FALSE,FALSE
wb_1135_current_account,current account,,,,,,,,,,,,FALSE,FALSE
wb_1136_trade_balance,trade balance,,,,,,,,,,,,FALSE,FALSE
wb_1150_volatility,volatility,,,,,,,,,,,,FALSE,FALSE
wb_1152_economic_and_social_mobility,mobility,,,,,,,,,,,,FALSE,FALSE
wb_1153_middle_class,middleclass,,,,,,,,,,,,FALSE,FALSE
wb_1156_monitoring_and_evaluation_systems,systems,,,,,,,,,,,,FALSE,FALSE
wb_1160_shocks_and_vulnerability,shocks vulnerability,,,,,,,,,,,,FALSE,FALSE
wb_1167_equality_of_opportunities,equality opportunities,,,,,,,,,,,,FALSE,FALSE
wb_1169_micro_enterprises,micro enterprises,,,,,,,,,,,,FALSE,FALSE
wb_1170_job_creation_and_job_opportunities,job opportunities,,,,,,,,,,,,FALSE,FALSE
wb_1174_warehousing_and_storage,warehousing storage,,,,,,,,,,,,FALSE,FALSE
wb_1192_impact_of_trade,impact trade,,,,,,,,,,,,FALSE,FALSE
wb_1199_water_supply_and_sanitation,sanitation,,,,,,,,,,,,FALSE,FALSE
wb_1201_free_zones,free zones,,,,,,,,,,,,FALSE,FALSE
wb_1202_industrial_zones,industrial zones,,,,,,,,,,,,FALSE,FALSE
wb_1211_human_resources,human resources,,,,1,,,,1,,,,TRUE,TRUE
wb_1226_industrial_clusters_and_value_chains,value chains,,,,,,,,,,,,FALSE,FALSE
wb_1234_banking_institutions,banking institutions,,,,,,,,,,,,FALSE,FALSE
wb_1235_central_banks,central banks,,,,,,,,,,,,FALSE,FALSE
wb_1236_commercial_banking,commercial banking,,,,,,,,,,,,FALSE,FALSE
wb_1245_financial_vulnerability_and_risks,risks,,,,,,,,,,,,FALSE,FALSE
wb_1247_market_risks,market risks,,,,,,,,,,,,FALSE,FALSE
wb_1252_mobile_banking,mobile banking,,,,,,,,,,,,FALSE,FALSE
wb_1254_internet_banking,internet banking,,,,,,,,,,,,FALSE,FALSE
wb_1256_credit_unions,credit unions,,,,,,,,,,,,FALSE,FALSE
wb_1277_bankruptcy_and_liquidation,bankruptcy liquidation,,,,,,,,,,,,FALSE,FALSE
wb_1281_manufacturing,manufacturing,,1,,,,,,,1,,,TRUE,TRUE
wb_1283_privatization,privatization,,,,,,,,,,,,FALSE,FALSE
wb_1285_business_taxation,business taxation,,,,,,,,,,1,,FALSE,TRUE
wb_1287_health_insurance,health insurance,,,,,,,,,,,,FALSE,FALSE
wb_1291_public_health_insurance,insurance,,,,,,,,,,,,FALSE,FALSE
wb_1305_health_services_delivery,delivery,,,,,,,,,1,,,FALSE,TRUE
wb_1307_primary_care,primary care,,,,,,,,,,,,FALSE,FALSE
wb_1308_palliative_care,palliative care,,,,,,,,,,,,FALSE,FALSE
wb_1309_secondary_care,secondary care,,,,,,,,,,,,FALSE,FALSE
wb_1324_emergency_medical_services,services,,,,,,,,,,,,FALSE,FALSE
wb_133_information_and_communication_technologies,technologies,,,,,,,,,,,,FALSE,FALSE
wb_1331_health_technologies,health technologies,,,,,,,,,,,,FALSE,FALSE
wb_134_social_development,social development,,,,,,,,,,,,FALSE,FALSE
wb_135_transport,transport,,,,,,,,,1,,,FALSE,TRUE
wb_1350_pharmaceuticals,pharmaceuticals,,,,,,,,,,,,FALSE,FALSE
wb_1353_pharmaceutical_supply_chain,chain,,,,,,,,,1,,,FALSE,TRUE
wb_1358_generic_drugs,generic drugs,,,,,,,,,,,,FALSE,FALSE
wb_1362_medical_equipment,medical equipment,,,,,,,,,,,,FALSE,FALSE
wb_137_water,water,1,,,,,,,,1,,,TRUE,TRUE
wb_138_water_supply,water supply,1,,,,,,,,1,,,TRUE,TRUE
wb_1383_health_management_and_administration,administration,1,,,,,,,,,,,FALSE,TRUE
wb_1385_governance_and_stewardship,governance stewardship,,,,,,,,,,,,FALSE,FALSE
wb_1388_environmental_and_social_assessments,assessments,,,,,,,,,,,,FALSE,FALSE
wb_139_sanitation_and_wastewater,sanitation wastewater,1,,,,,,,,,,,FALSE,TRUE
wb_1397_health_facility_management,management,,,,,,,,,,,,FALSE,FALSE
wb_1399_hospital_management,hospital management,,,,,,,,,,,,FALSE,FALSE
wb_140_agricultural_water_management,management,,,,,,,,,,,,FALSE,FALSE
wb_1406_diseases,diseases,,,,,,,,,,,,FALSE,FALSE
wb_141_water_resources_management,management,,,,,,,,,,,,FALSE,FALSE
wb_1415_communicable_disease,communicable,,,,,,,,,,,,FALSE,FALSE
wb_1419_tuberculosis,tuberculosis,,,,,1,,,,,,,FALSE,TRUE
wb_1420_malaria,malaria,,,,,1,,,,,,,FALSE,TRUE
wb_1421_influenza,influenza,,,,,1,,,,1,,,TRUE,TRUE
wb_1422_sti_and_std,sti std,,,,,,,,,,,,FALSE,FALSE
wb_1427_non_communicable_disease_and_injury,injury,,,,,,,,,,,,FALSE,FALSE
wb_1428_injury,injury,,,,,,,,,,,,FALSE,FALSE
wb_1429_road_safety,road safety,,,,,,,,,,,,FALSE,FALSE
wb_1430_mental_health,mental health,,,,,,,,,,,,FALSE,FALSE
wb_1431_cancer,cancer,,,,,,,,,,,,FALSE,FALSE
wb_1432_hypertension,hypertension,,,,,,,,,,,,FALSE,FALSE
wb_1433_diabetes,diabetes,,,,,,,,,,,,FALSE,FALSE
wb_1434_heart_disease,heart,,,,,,,,,,,,FALSE,FALSE
wb_1435_obesity,obesity,,,,,,,,,,,,FALSE,FALSE
wb_1437_social_determinants_for_health,health,,,,,,,,,,,,FALSE,FALSE
wb_1438_alcohol_and_substance_abuse,abuse,,,,,,,,,,,,FALSE,FALSE
wb_1439_tobacco_use_and_control,control,,,,,,,,,,,,FALSE,FALSE
wb_1441_supplements,supplements,,,,,,,,,,,,FALSE,FALSE
wb_1442_breastfeeding,breastfeeding,,,,,,,,,,,,FALSE,FALSE
wb_1444_growth_monitoring,growth monitoring,,,,,,,,,,,,FALSE,FALSE
wb_1445_stunting,stunting,,,,,,,,,,,,FALSE,FALSE
wb_1447_geriatrics,geriatrics,,,,,,,,,,,,FALSE,FALSE
wb_1448_demographic_change,demographic change,,,,,,,,,,,,FALSE,FALSE
wb_1452_family_planning,family planning,,,,,,,,,,,,FALSE,FALSE
wb_1453_contraceptives,contraceptives,,,,,,,,,,,,FALSE,FALSE
wb_1455_midwives,midwives,,,,,,,,,,,,FALSE,FALSE
wb_1458_health_promotion_and_disease_prevention,prevention,,,,,,,,,,,,FALSE,FALSE
wb_1459_immunizations,immunizations,,,,,,,,,,,,FALSE,FALSE
wb_1461_healthy_lifestyles,healthy lifestyles,,,,,,,,,,,,FALSE,FALSE
wb_1462_water_sanitation_and_hygiene,hygiene,,,,,,,,,,,,FALSE,FALSE
wb_1463_health_education,health education,,,,,,,,,,,,FALSE,FALSE
wb_1464_health_of_the_disabled,health disabled,,,,,,,,,,,,FALSE,FALSE
wb_1466_social_assistance,social assistance,,,,,,,,,,,,FALSE,FALSE
wb_1467_education_for_all,education,,,,,,,,,,,,FALSE,FALSE
wb_148_sewerage,sewerage,,,,,,,,,,,,FALSE,FALSE
wb_1484_education_skills_development_and_labor_market,development labor market,,,,1,,,,,,,,FALSE,TRUE
wb_1490_private_education,private education,,,,,,,,,,,,FALSE,FALSE
wb_1497_education_management_and_administration,administration,,,,,,,,,,,,FALSE,FALSE
wb_1499_parent_family_community_involvement_in_education,community involvement education,,,,,,,,,,,,FALSE,FALSE
wb_1502_educational_decentralization,educational decentralization,,,,,,,,,,,,FALSE,FALSE
wb_151_irrigation_and_drainage,irrigation drainage,,,,,,,,,,,,FALSE,FALSE
wb_1510_school_administration,school administration,,,,,,,,,,,,FALSE,FALSE
wb_1513_education_policy_and_planning,education planning,,,,,,,,,,,,FALSE,FALSE
wb_1518_education_reform,education reform,,,,,,,,,,,,FALSE,FALSE
wb_1523_teachers_management,teachers management,,,,,,,,,,,,FALSE,FALSE
wb_1532_teacher_training,teacher training,,,,,,,,,,,,FALSE,FALSE
wb_1534_teacher_unions,teacher unions,,,,,,,,,,,,FALSE,FALSE
wb_1535_distance_education,distance education,,,,,,,,,,,,FALSE,FALSE
wb_154_flood_protection,flood protection,,,,,1,,,,1,,,TRUE,TRUE
wb_1540_economics_of_education,economics education,,,,,,,,,,,,FALSE,FALSE
wb_1541_deworming,deworming,,,,,,,,,,,,FALSE,FALSE
wb_1587_direct_services_to_children,children,,,,,,,,,,,,FALSE,FALSE
wb_159_transboundary_water,trans boundary water,,,,,,,,,,,,FALSE,FALSE
wb_1603_fee_waivers,fee waivers,,,,,,,,,,,,FALSE,FALSE
wb_1606_scholarships,scholarships,,,,,,,,,,,,FALSE,FALSE
wb_1607_health_benefits,health benefits,,,,,,,,,,,,FALSE,FALSE
wb_1608_cash_transfers,cash transfers,,,,,,,,,,1,,FALSE,TRUE
wb_1609_food_and_in_kind_transfers,transfers,,,,,,,,,,,,FALSE,FALSE
wb_161_dams_and_reservoirs,dams reservoirs,,,,,,,,,,,,FALSE,FALSE
wb_1612_early_childhood_education,education,,,,,,,,,,,,FALSE,FALSE
wb_1613_food_stamps,food stamps,,,,,,,,,,,,FALSE,FALSE
wb_1614_nutritional_programs,nutritional programs,,,,,,,,,,,,FALSE,FALSE
wb_1615_therapeutic,therapeutic,,,,,,,,,,,,FALSE,FALSE
wb_1616_supplementary,supplementary,,,,,,,,,,,,FALSE,FALSE
wb_1618_food_distribution,food distribution,,,,,,,,,,,,FALSE,FALSE
wb_162_transport_economics,transport economics,,,,,,,,,,,,FALSE,FALSE
wb_1620_elderly,elderly,,,,,,,,,,,,FALSE,FALSE
wb_1623_price_subsidies,price subsidies,,,,,,,,,,,,FALSE,FALSE
wb_1624_social_pensions,social pensions,,,,,,,,,,,,FALSE,FALSE
wb_1625_support_services,support services,,,,,,,,,,,,FALSE,FALSE
wb_164_modes_of_transport,modes transport,,,,,,,,,,,,FALSE,FALSE
wb_1646_maternity_leave,maternity leave,,,,,,,,,,,,FALSE,FALSE
wb_1648_sick_leave,sick leave,,,,,,,,,,,,FALSE,FALSE
wb_1649_unemployment_benefits,unemployment benefits,,,,,,,,,,,,FALSE,FALSE
wb_165_air_transport,air transport,,,,,,,,,,,,FALSE,FALSE
wb_1650_public_employment_services,services,,,,,,,,,,,,FALSE,FALSE
wb_1651_intermediation,intermediation,,,,,,,,,,,,FALSE,FALSE
wb_1652_placement,placement,,,,,,,,,,,,FALSE,FALSE
wb_1654_active_labor_market_policies,market policies,,,,,,1,,,,,,FALSE,TRUE
wb_166_railways,railways,,,,,,,,,,,,FALSE,FALSE
wb_1668_labor_standards,labor standards,,,,,,,,1,,,,FALSE,TRUE
wb_1669_forced_labor,forced labor,,,,,,,,1,,,,FALSE,TRUE
wb_167_ports,ports,,,,,,,,,,,,FALSE,FALSE
wb_1670_trade_unions,trade unions,,,,,,,,,,,,FALSE,FALSE
wb_1671_minimum_wages,minimum wages,,,,,,,,1,,,,FALSE,TRUE
wb_1672_working_hours,working hours,,,,,,,,1,,,,FALSE,TRUE
wb_1673_passive_labor_markets_policies,markets policies,,,,,,,,,,,,FALSE,FALSE
wb_1674_health_and_safety_conditions,conditions,,,,,,,,,,,,FALSE,FALSE
wb_1675_graduation,graduation,,,,,,,,,,,,FALSE,FALSE
wb_1676_early_retirement,early retirement,,,,,,,,,,,,FALSE,FALSE
wb_1677_social_protection_and_labor_systems,labor systems,,,,,,,,1,,,,FALSE,TRUE
wb_1678_policy_planning_design_and_evaluation,evaluation,,,,,,,,,,,,FALSE,FALSE
wb_168_roads_and_highways,roads highways,,,,,,,,,,,,FALSE,FALSE
wb_1683_policy_framework,framework,,,,,,,,,,,,FALSE,FALSE
wb_1686_impact_assessment,impact assessment,,,,,,,,,,,,FALSE,FALSE
wb_1698_coal_mining,coal mining,1,,,,,,1,,,,,TRUE,TRUE
wb_1699_metal_ore_mining,mining,1,,,,,,,,,,,FALSE,TRUE
wb_170_agricultural_policies,agricultural policies,1,,,,,,,,,,,FALSE,TRUE
wb_1700_nonmetallic_mineral_mining_and_quarrying,mining quarrying,,,,,,,,,,,,FALSE,FALSE
wb_1705_disaster_preparedness,preparedness,,,,,,,,,,,,FALSE,FALSE
wb_1707_contingency_planning,contingency planning,1,,,,,,,,,,,FALSE,TRUE
wb_1720_city_strategies_and_territorial_planning,territorial planning,1,,,,,,,,,,,FALSE,TRUE
wb_1721_spatial_planning_and_land_use,land use,1,,,,,,,,,,,FALSE,TRUE
wb_1726_mass_transit,mass transit,,,,,,,,,,,,FALSE,FALSE
wb_174_crop_production,crop production,,,,,,,,,,,,FALSE,FALSE
wb_1743_anticartel_enforcement,anti cartel enforcement,,,,,,,,,,,,FALSE,FALSE
wb_1747_product_market_regulation_and_competition_advocacy,regulation competition advocacy,,,,,,,,,,,,FALSE,FALSE
wb_175_fertilizers,fertilizers,,,,,,,,,,,,FALSE,FALSE
wb_1751_liquefied_natural_gas,gas,,,,,,,1,,,,,FALSE,TRUE
wb_1765_culture_heritage_and_sustainable_tourism,sustainable tourism,,,,,,,,,,,,FALSE,FALSE
wb_1768_oil_and_gas_pipeline,pipeline,,,,,,,,,,,,FALSE,FALSE
wb_177_animal_production,animal production,,,,,,,,,,,,FALSE,FALSE
wb_1773_climate_change_impacts,impacts,,,,,,,,,,,,FALSE,FALSE
wb_1777_forests,forests,,,,,,,,,,,,FALSE,FALSE
wb_178_pest_management,pest management,,,,,,,,,,,,FALSE,FALSE
wb_1785_environmental_policies_and_institutions,institutions,,,,,,,,,,,,FALSE,FALSE
wb_1786_environmental_sustainability,environmental sustain ability,1,,,,,,,,,,,FALSE,TRUE
wb_1787_natural_habitats,natural habitats,1,,,,,,,,,,,FALSE,TRUE
wb_1791_air_pollution,air pollution,1,,,,,,,,,,,FALSE,TRUE
wb_1792_environmental_health,environmental health,1,,,,,,,,,,,FALSE,TRUE
wb_1793_hazardous_wastes,hazardous wastes,1,,,,,,,,,,,FALSE,TRUE
wb_1797_solid_waste,solid waste,1,,,,,,,,,,,FALSE,TRUE
wb_1798_water_pollution,water pollution,1,,,,,,,,,,,FALSE,TRUE
wb_180_food_safety,food safety,,,,,,,,,,,,FALSE,FALSE
wb_1800_rail_transport,rail transport,,,,,,,,,1,,,FALSE,TRUE
wb_1801_road_transport,road transport,,,,,,,,,1,,,FALSE,TRUE
wb_1803_transport_infrastructure,transport infrastructure,,,,,,,,,1,,,FALSE,TRUE
wb_1804_airports,airports,,,,,,,,,,,,FALSE,FALSE
wb_1805_waterways,waterways,,,,,,,,,,,,FALSE,FALSE
wb_1808_transport_safety,transport safety,,,,,,,,,,,,FALSE,FALSE
wb_1809_highways,highways,,,,,,,,,,,,FALSE,FALSE
wb_1810_traffic_control_and_monitoring,monitoring,,,,,,,,,,,,FALSE,FALSE
wb_1815_fuel_taxes,fuel taxes,,,,,,,,,,,,FALSE,FALSE
wb_1817_congestion,congestion,,,,,,,,,,,,FALSE,FALSE
wb_1818_road_tolls,road tolls,,,,,,,,,,,,FALSE,FALSE
wb_1829_ecosystem_management,ecosystem management,1,,,,,,,,,,,FALSE,TRUE
wb_1833_protected_areas_systems,systems,,,,,,,,,,,,FALSE,FALSE
wb_1835_urban_regeneration,urban regeneration,,,,,,,,,,,,FALSE,FALSE
wb_1841_short_lived_climate_pollutants,climate pollutants,1,,,,,,1,,,,,TRUE,TRUE
wb_1844_market_based_climate_change_mitigation,climate change mitigation,1,,,,,,1,,,,,TRUE,TRUE
wb_1845_carbon_tax,carbon tax,1,,,,,,1,,,1,,TRUE,TRUE
wb_1854_methane,methane,1,,,,,,1,,,,,TRUE,TRUE
wb_1857_arbitration,arbitration,,,,,,,,,,,,FALSE,FALSE
wb_1859_child_labor,child labor,,,,,,,,,,,,FALSE,FALSE
wb_1893_tax_law,tax law,,,,,,1,,,,1,,TRUE,TRUE
wb_1896_fundamental_areas_of_the_law,law,,,,,,1,,,,,,FALSE,TRUE
wb_1897_family_law,family law,,,,,,,,,,,,FALSE,FALSE
wb_1907_personal_property_rights,rights,,,,,,,,,,,,FALSE,FALSE
wb_1917_intellectual_property,intellectual property,,,,,,,,,,,,FALSE,FALSE
wb_1918_securities_markets,securities markets,,,,,,,,,,,,FALSE,FALSE
wb_1920_financial_sector_development,development,,,,,,,,,,,,FALSE,FALSE
wb_1921_private_sector_development,development,,,,,,,,,,,,FALSE,FALSE
wb_1922_governance_structures,governance structures,,,,,,,,,,,,FALSE,FALSE
wb_1927_strategic_policy_planning,strategic planning,,,,,,,,,,,,FALSE,FALSE
wb_1934_civillian_police_and_security_services,security services,,,,,,,,,,,,FALSE,FALSE
wb_1948_subsidies,subsidies,,,,,,,,,,,,FALSE,FALSE
wb_1949_climate_smart_agriculture,agriculture,,,,,,,,,,,,FALSE,FALSE
wb_1950_agriculture_technology,agriculture technology,,,,,,,,,,,,FALSE,FALSE
wb_1959_linking_farmers_with_markets,markets,,,,,,,,,,,,FALSE,FALSE
wb_1967_agricultural_risk_and_security,security,,,,,,,,,,,,FALSE,FALSE
wb_1973_financial_risk_reduction,reduction,,,,,,,,,,,,FALSE,FALSE
wb_1979_natural_resource_management,management,,,,,,,,,,,,FALSE,FALSE
wb_1983_healthy_oceans,healthy oceans,1,,,,,,,,,,,FALSE,TRUE
wb_1986_mountains,mountains,,,,,,,,,,,,FALSE,FALSE
wb_199_food_security,food security,,,,,,,,,,,,FALSE,FALSE
wb_2000_sanitation,sanitation,,,,,,,,,,,,FALSE,FALSE
wb_2003_sanitation_technologies,sanitation technologies,,,,,,,,,,,,FALSE,FALSE
wb_2008_water_treatment,water treatment,1,,,,,,,,,,,FALSE,TRUE
wb_2019_anti_corruption_legislation,legislation,1,,,,,1,,,,,,TRUE,TRUE
wb_2020_bribery_fraud_and_collusion,collusion,1,,,,,,,,,,,FALSE,TRUE
wb_2021_income_and_asset_disclosure,disclosure,1,,,,,,,,,,,FALSE,TRUE
wb_2024_anti_corruption_authorities,authorities,1,,,,,1,,,,,,TRUE,TRUE
wb_2025_investigation,investigation,1,,,,,1,,,,,,TRUE,TRUE
wb_2026_prevention,prevention,1,,,,,,,,,,,FALSE,TRUE
wb_2031_right_to_information,right information,,,,,,,,,,,,FALSE,FALSE
wb_2040_ombudsmen,ombudsmen,1,,,,,,,,,,,FALSE,TRUE
wb_2048_compensation_careers_and_incentives,incentives,,,,,,,,,,,,FALSE,FALSE
wb_2054_size_of_the_public_service,service,,,,,,,,,,,,FALSE,FALSE
wb_2063_internal_audit,internal audit,1,,,,,1,,,,,,TRUE,TRUE
wb_2070_islamic_law,islamic law,,,,,,,,,,,,FALSE,FALSE
wb_2071_common_law,common law,,,,,,,,,,,,FALSE,FALSE
wb_2073_illicit_financial_flows,flows,,,,,,,,,,,,FALSE,FALSE
wb_2076_money_laundering,money laundering,,,,,,1,,,,,,FALSE,TRUE
wb_2081_financial_disclosure,financial disclosure,,,,,,,,,,,,FALSE,FALSE
wb_2082_law_enforcement,law enforcement,1,,,,,1,,,,,,TRUE,TRUE
wb_2083_occupational_health_and_safety,safety,,,,,,,,,,,,FALSE,FALSE
wb_2084_biodiversity,bio diversity,1,,,,,,,,,,,FALSE,TRUE
wb_2085_public_sector_downsizing,downsizing,,,,,,,,,,,,FALSE,FALSE
wb_2089_ethics_and_codes_of_conduct,conduct,,,,,,,,,,,,FALSE,FALSE
wb_2098_outsourcing,out sour c ing,,,,,,,,,,,,FALSE,FALSE
wb_2100_adminstrative_simplification,admin strative simplification,,,,,,,,,,,,FALSE,FALSE
wb_2101_antitrust,antitrust,,,,,,1,,,,,,FALSE,TRUE
wb_2106_market_competition_advocacy_and_liberalization,advocacy liberalization,,,,,,,,,,,,FALSE,FALSE
wb_2111_competition_economics,competition economics,,,,,,,,,,,,FALSE,FALSE
wb_2112_market_definition_and_market_power,market power,,,,,,,,,,,,FALSE,FALSE
wb_2113_market_studies_and_competition_assessments,competition assessments,,,,,,,,,,,,FALSE,FALSE
wb_2120_satellites,satellites,,,,,,,,,,,,FALSE,FALSE
wb_2121_ict_licensing,ict licensing,,,,,,,,,,,,FALSE,FALSE
wb_2127_education_access_and_equity,equity,,,,,,,,,,,,FALSE,FALSE
wb_2129_textbooks,textbooks,,,,,,,,,,,,FALSE,FALSE
wb_2131_employability_skills_and_jobs,jobs,,,,1,,,,,,,,FALSE,TRUE
wb_2132_apprenticeship,apprenticeship,,,,1,,,,,,,,FALSE,TRUE
wb_2139_community_outreach,community outreach,,,,,,,,,,,,FALSE,FALSE
wb_2140_inspectorate,inspectorate,,,,,,,,,,,,FALSE,FALSE
wb_2141_education_districts,education districts,,,,,,,,,,,,FALSE,FALSE
wb_2142_local_government,local government,1,,,,,,,,,,,FALSE,TRUE
wb_2147_education_research_and_development,development,,,,,,,,,,,,FALSE,FALSE
wb_2151_child_development,child development,,,,,,,,,,,,FALSE,FALSE
wb_2156_continuum_of_care,continuum care,,,,,,,,,,,,FALSE,FALSE
wb_2165_health_emergencies,health emergencies,,,,,,,,,,,,FALSE,FALSE
wb_2166_health_emergency_preparedness_and_disaster_response,preparedness response,,,,,,,,,,,,FALSE,FALSE
wb_2167_pandemics,pandemics,,,,,1,,,,,,,FALSE,TRUE
wb_2171_nursing_homes,nursing homes,,,,,,,,,,,,FALSE,FALSE
wb_2179_agribusiness,agribusiness,,,,,,,,,,,,FALSE,FALSE
wb_2180_mutual_funds,mutual funds,,,,,,,,,,,,FALSE,FALSE
wb_2186_social_housing,social housing,,,,,,,,,,,,FALSE,FALSE
wb_2187_rental_housing,rental housing,,,,,,,,,,,,FALSE,FALSE
wb_2194_animal_welfare,animal welfare,,,,,,,,,,,,FALSE,FALSE
wb_2197_environmental_engineering,environmental engineering,,,,,,,,,,,,FALSE,FALSE
wb_2201_fire_occupational_safety,safety,,,,,,,,,,,,FALSE,FALSE
