symbol,filing_time,text,topic_ids,label
mux,2014-03,"We believe that we currently are a ""United States real property holding corporation"" under section 897(c) of the Internal Revenue Code (the ""Code""), or USRPHC, and that there is a substantial likelihood that we will continue to be a USRPHC in the future.",[7],0
uec,2020-10,"We may be required at any time to fund the remaining $3.9 million or any portion thereof for a number of reasons including, but not limited to, the following: (i) the terms of the surety bonds are amended, such as an increase in collateral requirements; (ii) we are in default with the terms of the surety bonds; (iii) the surety bonds are no longer acceptable as an alternate source of financial assurance by the regulatory authorities; or (iv) the surety encounters financial difficulties.",[0],0
aumn,2006-03,The failure to obtain financing would have a material adverse effect on our growth strategy and our results of operations and financial condition.,"[8, 9]",0
slca,2012-03,"As of March 20, 2012, we have 52,941,176 shares of common stock outstanding, of which 11,764,705 shares were held by non-affiliates of the company.","[3, 6]",0
uuuu,2022-03,The duration and success of such approvals are subject to many variables outside of our control.,[8],0
xpl,2010-02,"The loss of these persons or our inability to attract and retain additional highly skilled employees may adversely affect our business, future operations and financial condition.",[8],0
uuuu,2021-03,"Whether a mineral deposit will be commercially viable depends on a number of factors, which include, among other things: the accuracy of resource and reserve estimates; the particular attributes of the deposit, such as its size, geology and grade; the ability to economically recover commercial quantities of the minerals; proximity to infrastructure and availability of personnel; financing costs; governmental regulations, including regulations relating to prices, taxes, royalties; the potential for litigation; land use; importing and exporting; and environmental and cultural protection.","[1, 2, 7]",0
fcx,2011-02,Our surface water and groundwater rights are fully licensed or have been fully adjudicated in New Mexico.,[9],0
mux,2014-03,"This report, including Management's Discussion and Analysis of Financial Condition and Results of Operations, contains forward-looking statements that may be affected by several risk factors.","[9, 15]",0
fcx,2021-02,"Additionally, although we devote significant time and resources to our project planning, approval and review processes, many of our development projects are highly complex and rely on factors that are outside of our control, which may cause us to underestimate the time and capital required to complete a development project.","[1, 9]",0
arch,2022-02,"The degree to which any particular law, regulation or policy impacts us will depend on several factors, including the substantive terms involved, the relevant time periods for enactment and any related transition periods.",[10],0
uec,2019-10,The Credit Facility requires monthly interest payments calculated at 8% per annum and other periodic fees.,[0],1
mux,2016-03,We have in the past and may in the future acquire additional exploration stage properties.,"[1, 7]",0
mux,2017-03,"In addition, the long term corporate tax rate remained at 30% rather than being reduced to 28% as originally proposed.",[6],0
rgld,2021-08,"In general, we have no decision-making authority regarding the development or operation of the mineral properties underlying our stream and royalty interests.","[6, 7]",0
vgz,2008-03,The preparations of the EIS and related documents and other relevant environmental licenses would involve incurrence of time and costs and there is no assurance that those approvals/licenses can be obtained in a timely manner.,"[2, 11]",0
uec,2010-10,"We incurred net losses totaling $14,478,669 in the year ended July 31, 2010, $13,503,576 in the year ended July 31, 2009 and $19,236,124 in the year ended July 31, 2008.","[10, 13]",0
cde,2012-02,"These risks include the possible unilateral cancellation or forced re-negotiation of contracts; unfavorable changes in foreign laws and regulations; royalty and tax increases, claims by governmental entities or indigenous communities, expropriation or nationalization of property and other risks arising out of foreign sovereignty over areas in which Coeurs operations are conducted.","[5, 12]",0
uuuu,2017-03,Delays in obtaining permits and licenses could impact expected production levels or increases in expected uranium extraction levels.,"[1, 2]",0
amr,2021-03,"China and Turkey, for example, have imposed tariffs upon the importing of coal from the U.S.","[4, 5]",0
fcx,2021-02,The COVID-19 pandemic disrupted our 2020 operating plans.,[9],0
mux,2019-02,"We believe that we currently are a United States real property holding corporation under section 897(c) of the Internal Revenue Code (the Code), or USRPHC, and that there is a substantial likelihood that we will continue to be a USRPHC in the future.",[7],0
slca,2015-02,"Our larger competitors may have greater financial and other resources than we do, may develop technology superior to ours or may have production facilities that are located closer to key customers than ours.","[4, 8]",0
hymc,2020-03,"Generally, we must maintain a minimum amount in stockholders equity (generally $2,500,000) and a minimum number of holders of our securities (generally 300 public holders).","[3, 6]",0
amr,2022-03,"In addition, the prices we pay for these materials are strongly influenced by the global commodities markets.","[3, 10]",0
hl,2017-02,"If we were liquidated, holders of our preferred stock would be entitled to receive approximately $7.9 million (plus any accrued and unpaid dividends) from any liquidation proceeds before holders of our common stock would be entitled to receive any proceeds, but after holders of all notes issued under the indenture governing our Senior Notes received any proceeds.","[0, 3, 6]",0
mux,2013-03,"Changes, if any, in mining or investment policies or shifts in political attitude in any of the jurisdictions in which the Company operates may adversely affect the Company's operations or profitability.",[5],0
rgld,2014-08,"Any such price decline may result in a material and adverse effect on our profitability, results of operations and financial condition.","[4, 9]",0
slca,2022-02,"An increase in the price or a significant interruption in the supply of these or any other energy sources could have a material adverse effect on our business, financial condition, and results of operations.","[9, 12, 14]",0
nem,2022-02,"We recognize the expected future tax benefit from deferred tax assets when the tax benefit is considered to be more likely than not of being realized, otherwise, a valuation allowance is applied against deferred tax assets.",[15],0
xpl,2016-03,"The average combined daily volume of our shares traded on the NYSE MKT and the TSX during 2015 was approximately 51,000 shares.",[3],0
cde,2019-02,"Our ability to pay dividends will be subject to our future earnings, capital requirements and financial condition, as well as our compliance with covenants related to existing or future indebtedness and would only be declared in the discretion of our Board of Directors.",[3],0
arlp,2018-02,"Like all equity investments, an investment in our common units is subject to certain risks.",[15],0
amr,2022-03,"In addition, our bylaws provide that the federal district courts of the United States of America will be the exclusive forum for resolving any complaint asserting a cause of action arising under the Securities Act.",[11],0
usau,2016-07,"If we are not able to increase revenue and reduce our costs, we may not be able to achieve profitability.","[1, 4, 8, 12]",0
cmp,2011-02,"In addition, al though we are not aware of any similar regulatory proposals governing road salts in either the U.S. or the U.K., we cannot guarantee that such proposals will not arise.",[0],0
hymc,2020-03,"In the event that the proceeds in the trust account are reduced below the lesser of (i) $10.10 per share and (ii) the actual amount per share held in the trust account as of the date of the liquidation of the trust account if less than $10.10 per share due to reductions in the value of the trust assets, in each case net of the interest which may be withdrawn to pay taxes, and our sponsor asserts that it is unable to satisfy its obligations or that it has no indemnification obligations related to a particular claim, our independent directors would determine whether to take legal action against our sponsor to enforce its indemnification obligations.","[0, 3, 10]",0
hl,2013-02,There can be no assurance that claims would be paid under such insurance policies in connection with a particular event.,[9],0
aumn,2006-03,"Estimates of economic returns are based, in part, on assumptions about future metals prices.","[7, 10]",0
cmp,2007-02,Expansion of our existing operations also is predicated upon securing the necessary environmental or other permits or approvals.,[2],0
hcc,2020-02,"We could become subject to claims for toxic torts, natural resource damages and other damages as well as for the investigation and cleanup of soil, surface water, groundwater and other media.","[9, 11]",0
hcc,2018-02,"Further, climate change may cause more extreme weather conditions such as more intense hurricanes, thunderstorms, tornadoes and snow or ice storms, as well as rising sea levels and increased volatility in seasonal temperatures.","[9, 12, 14]",0
mux,2021-03,"Legislation and increased regulation and requirements regarding climate change could impose increased costs on us, our venture partners and our suppliers, including increased energy, capital equipment, environmental monitoring and reporting and other costs to comply with such regulations.","[2, 12, 14]",0
arch,2009-02,"If we are unable to fill a customer order or if we are required to purchase coal from other sources in order to satisfy a customer order, we could lose existing customers and our operating costs could increase.","[4, 12, 14]",0
uuuu,2019-03,"In addition, there are relatively few customers for uranium.",[1],0
nc,2016-03,"As a result of dependence on its key customers, HBB could experience a material adverse effect on its revenues and profitability if any of the following were to occur: the insolvency or bankruptcy of any key customer; a declining market in which customers materially reduce orders or demand lower prices; or a strike or work stoppage at a key customer facility, which could affect both its suppliers and customers.","[4, 12, 14]",0
rgld,2021-08,Compliance with these laws and regulations can impose substantial costs and burdens on operators of properties subject to our interests.,"[2, 7]",0
lode,2015-01,"Our operations are subject to strict environmental regulations, which could result in additional costs and operational delays.","[2, 12]",0
arch,2020-02,"The Term Loan Debt Facility contains customary affirmative and negative covenants, which include restrictions on (i) indebtedness, (ii) liens, (iii) liquidations, mergers, consolidations and acquisitions, (iv) disposition of assets or subsidiaries, (v) affiliate transactions, (vi) creation or ownership of certain subsidiaries, partnerships and joint ventures, (vii) continuation of or change in business, (viii) restricted payments, (ix) prepayment of subordinated and junior lien indebtedness, (x) restrictions in agreements on dividends, intercompany loans and granting liens on collateral, (xi) loans and investments, (xii) sale and leaseback transactions, (xiii) changes in organizational documents and fiscal year and (xiv) transactions with respect to bonding subsidiaries.","[0, 3, 6]",0
btu,2009-02,"In addition, as our business develops and expands, we believe that our future success will depend greatly on our continued ability to attract and retain highly skilled and qualified personnel.",[8],0
nem,2022-02,Holders of our common stock may not receive dividends.,"[3, 6]",0
nc,2010-03,NMHGs lift truck business historically has been cyclical.,[4],0
hl,2018-02,"If these changes are ultimately implemented, they could increase litigation involving water discharge permits, which may result in delays in, or in some instances preclude, the commencement or continuation of development or production operations.",[12],0
hcc,2022-02,"Although the United States withdrew from the Paris Agreement effective November 4, 2020, President Biden issued an Executive Order on January 20, 2021 to rejoin the Paris Agreement, which went into effect on February 19, 2021.",[13],0
mux,2017-03,"Periodically, members of the U.S. Congress have introduced bills which would supplant or alter the provisions of the General Mining Law of 1872, which governs the unpatented claims that we control with respect to our U.S. properties.","[6, 11]",0
lode,2014-03,"New investors in other equity securities issued by the Company in the future may also have rights, preferences and privileges senior to the Companys current stockholders that may adversely impact its current stockholders..",[3],0
hl,2022-02,Canadian and Mexican employees participate in public retirement systems for those countries and are not eligible to participate in the defined benefit pension plans that we maintain for U.S. employees.,"[5, 13]",0
hl,2021-02,"If our cash flows and capital resources are insufficient to fund our debt service obligations, we may be forced to reduce or delay investments and capital expenditures or to sell assets, seek additional capital or restructure or refinance our debt.","[0, 1]",0
arlp,2012-02,"Under certain circumstances, our unitholders may have to repay amounts wrongfully distributed to them.",[0],0
aumn,2014-02,Our exploration activities are in countries with developing economies and are subject to the risks of political and economic instability associated with these countries.,[5],0
xpl,2008-03,"In addition to considering the other information in this Form 10-K, you should consider carefully the following factors.",[15],0
nc,2022-03,"Unauthorized parties may penetrate the Companys or its vendors network security and, if successful, misappropriate such information.",[11],0
nem,2010-02,"We have been in discussions with the Indonesian government to obtain an additional forest use permit necessary to make certain amendments to the Batu Hijau environmental management plan and environmental monitoring plan, including modifications with respect to the mines pit slope stability.",[2],1
nc,2010-03,The small electric household and commercial appliance industry does not have onerous entry barriers.,[4],0
btu,2021-02,"The value of our assets have from time to time been adversely affected by numerous uncertain factors, some of which are beyond our control, including unfavorable changes in the economic environments in which we operate; declining coal-fired electricity generation; lower-than-expected coal pricing; technical and geological operating difficulties; an inability to economically extract our coal reserves; and unanticipated increases in operating costs.","[7, 8, 10, 12]",0
vgz,2006-03,"In extreme cases, the administrative sanctions can also be imposed in the form of revocation of our business license and the Gold Contract of Work that we have with the Indonesian Government.",[13],0
arlp,2016-02,The EPA has finalized a rule to regulate GHG emissions from new power plants.,"[2, 12, 14]",0
arlp,2017-02,"The IRS may challenge this treatment, which could adversely affect the value of our units.",[15],0
lode,2015-01,"Although we have attempted to acquire satisfactory title to our properties, we have not obtained title opinions or title insurance with respect to the acquisition of the unpatented mineral claims.",[11],0
slca,2021-02,"During such periods, demand for our products and services which supply oil and natural gas wells, including our transportation and logistics solutions, may decline, leading to a decline in the market price of frac sand due to an oversupply of frac sand.","[4, 10, 12, 14]",0
vgz,2018-03,"The potential consequences of these pressures include reputational damage, legal suits, increased costs, increased social investment obligations, difficulty in acquiring permits, and increased taxes and royalties payable to governments and communities.",[12],0
fcx,2017-02,"PT-FI has been engaged in discussions with officials of the Indonesian government since 2012 regarding various provisions of its COW, including extending its term.",[13],0
uec,2016-10,The majority of our directors and officers are involved in other business ventures including similar capacities with other private or publicly-traded companies.,"[3, 6, 8]",0
mux,2020-03,"If we make a positive decision to develop one or more of these initiatives, the expenditures incurred may significantly exceed our working capital.","[1, 7]",0
fcx,2019-02,"The safety of our workforce is a critical concern, and PT-FI continues to work with the Indonesian government to address security issues within the PT-FI project area and in nearby areas.","[9, 13, 14]",0
hnrg,2019-03,"These laws and regulations can require significant emission control expenditures for many coal-fired plants, and various new and proposed laws and regulations may require further emission reductions and associated emission control expenditures.","[2, 12]",0
vgz,2015-03,"This could have the effect of increasing the amount of capital required to continue to explore and develop any project, and/or reducing the pace at which certain projects can be developed.",[1],0
hcc,2020-02,Sales commitments in the met coal market are typically not long-term in nature and are generally no longer than one to three years in duration.,[10],0
arlp,2006-03,Please read Item 7. Managements Discussion and Analysis of Financial Conditions and Results of OperationsPattiki Vertical Belt Incident.,"[9, 15]",0
hcc,2022-02,"As a result of this concentration, we may be disproportionately exposed to the impact of delays or interruptions in production caused by significant governmental regulation, transportation capacity constraints, constraints on the availability of required equipment, facilities, personnel or services, curtailment of production, extreme weather conditions, natural disasters, pandemics (such as COVID-19) or interruption of transportation or other events that impact Alabama or its surrounding areas.","[9, 14]",0
nc,2022-03,Certain financial institutions have taken actions to limit available financing to entities that produce or use fossil fuels.,[12],0
aumn,2009-03,"Under these recapture rules, such a holder may be required to treat gain recognized on the taxable disposition of such common stock of Golden Minerals Company as ordinary income if the holder claimed a bad debt deduction with respect to the Subordinated Notes or other unsecured claims or if the holder recognizes an ordinary loss on the exchange of Subordinated Notes or other unsecured claims for common stock of Golden Minerals Company.","[3, 6, 15]",0
hymc,2022-03,"Any default under the agreements governing our indebtedness that is not waived by the required lenders or holders of such indebtedness, and the remedies sought by the holders of such indebtedness, could prevent us from paying principal, premium, if any, and interest on other debt instruments.","[0, 3, 6]",0
cmp,2017-03,"In addition, our ability to produce SOP, salt and magnesium chloride from our solar evaporation ponds in Ogden, Utah, is dependent upon sufficient lake brine levels and hot, arid summer weather conditions.","[9, 14]",0
vgz,2021-02,"Any delay in performance by any one or more of the contractors, suppliers, consultants, employees or other persons on which we depend, or lack of availability of required equipment, or delay or failure to receive required governmental approvals, or financing could delay or prevent commencement of construction at Mt Todd.",[14],0
cde,2014-02,The Company's ability to achieve significant additional growth in revenues and cash flows will depend upon success in further developing existing properties and developing or acquiring new mining properties.,"[1, 7, 8]",0
amr,2020-03,Additional sources of funds may not be available.,[1],0
hl,2019-02,"Although we are pursuing opportunities that we feel are in the best interest of our stockholders, these pursuits are costly and often unproductive.",[6],0
rgld,2014-08,"Assumptions about gold and other precious metal prices are subject to great uncertainty, and such prices have fluctuated widely in the past.","[7, 10]",0
usau,2015-08,We may incur intangible asset and goodwill impairment charges which could harm our profitability.,[10],0
nem,2018-02,"However, development of Conga is contingent upon generating acceptable project returns and getting local community and government support.","[1, 5, 7]",0
cmp,2013-02,"Additionally, the timing for settling these challenges may not occur for many years.",[9],0
rgld,2012-08,"Royalty interests are subject to title and other defects and contest by operators of mining projects and holders of mining rights, and these risks may be hard to identify in acquisition transactions.","[6, 7]",0
slca,2014-02,Inaccuracies in our estimates of mineral reserves and resource deposits could result in lower than expected sales and higher than expected costs.,"[1, 4, 7, 10]",0
btu,2009-02,"We have a business development, sales and marketing office in Beijing, China and an international trading group in our Trading and Brokerage operations.","[3, 4]",0
fcx,2014-02,"For discussion of the regulations published in January 2014 by the Indonesian government, which conflict with our COW, refer to the risk factor ""Because our Grasberg minerals district is our most significant operating asset, our business may continue to be adversely affected by political, economic and social uncertainties and security risks in Indonesia.""","[5, 13]",0
aumn,2015-02,"If we are unable to obtain all of our required governmental permits or obtain property rights on favorable terms or at all, our business could be negatively impacted.","[1, 2]",0
arlp,2012-02,"Future borrowings, under our credit facilities or otherwise, could result in a significant increase in our leverage.",[0],0
slca,2021-02,"We may need to recognize impairment charges related to goodwill, identifiable intangible assets, and fixed assets, in which case our net earnings and net worth could be materially adversely affected.",[10],0
scco,2018-03,"Such risks include possible expropriation or nationalization of property, confiscatory taxes or royalties, possible foreign exchange controls, changes in the national policy toward foreign investors, extreme environmental standards, etc.",[5],0
mux,2009-03,"These factors include supply and demand fundamentals, expectations with respect to the rate of inflation, the relative strength of the U.S. dollar and other currencies, interest rates, gold sales and loans by central banks, forward sales by metal producers, global or regional political, economic or banking crises, and a number of other factors.","[4, 5, 10]",0
scco,2016-02,Our mining or metal production projects may be subject to additional costs due to community actions and other factors.,"[7, 14]",0
arlp,2010-02,"In the case of a unitholder reporting on a taxable year other than a calendar year,, the closing of our taxable year may also result in more than twelve months of our taxable income or loss being includable in his taxable income for the year of termination.",[15],0
lode,2016-01,"Estimated costs are provided for, and updated annually, over the life of each operation but the provisions might prove to be inadequate due to changes in legislation, standards and the emergence of new, or increases in the cost of, reclamation techniques.","[2, 12]",0
rgld,2017-08,"Such legislation, if enacted, or similar legislation in other countries, could adversely affect the development of new mines and the expansion of existing mines, as well as increase the cost of all mining operations, and could materially and adversely affect mine operators and our revenue.",[12],0
uec,2017-10,"To the best of our knowledge, our operations are in compliance, in all material respects, with all applicable laws, regulations and standards.",[2],0
arch,2012-02,We may have difficulty procuring or maintaining our surety bonds.,[0],0
mux,2022-03,"In Canada and the United States, we are required to post bonds to ensure performance of our reclamation obligations.","[0, 2]",0
nc,2009-03,"The Company may become subject to claims under foreign laws and regulations, which may be expensive, time consuming and distracting.","[11, 12]",0
fcx,2020-02,We must continually replace reserves depleted by production but exploration is highly speculative and our exploration activities may not result in additional discoveries.,"[1, 7]",0
arch,2012-02,Any of these actions could have a material adverse effect on our business and results of operations.,[9],0
arlp,2021-02,The following is a summary of the material restrictions contained in our partnership agreement on the fiduciary duties owed by our general partner to the limited partners.,[6],0
arlp,2015-02,The resolution of any such conflicts may not always be in our or our unitholders best interests.,[6],0
arlp,2022-02,"Our estimates of proved reserves and related valuations as of December 31, 2021, were audited by Netherland, Sewell & Associates, Inc. (""NSAI""), which conducted a detailed review of all of our properties at that time using the information provided by us.",[7],0
xpl,2017-03,"We are dependent on the services of key executives, including our Chief Executive Officer, Christopher E. Herald, our Chief Operating Officer, Walter H. Hunt, and our Chief Financial Officer, James R. Maronick.",[8],0
slca,2012-03,Our sales and profitability fluctuate on a seasonal basis and are affected by a variety of other factors.,[4],0
usau,2020-07,"If an investor acquires shares of our common stock, the investor may not be able to liquidate our shares should there be a need or desire to do so.","[1, 3, 6]",0
fcx,2013-02,El Abra is also conducting studies to assess the feasibility of constructing a desalination plant near the Pacific Ocean to treat seawater for possible increased sulfide ore production or mill processing.,"[1, 7, 12]",0
arlp,2014-02,"The amount of coal consumed by the domestic electric utility industry is affected primarily by the overall demand for electricity, environmental and other governmental regulations, and the price and availability of competing fuels for power plants such as nuclear, natural gas and fuel oil as well as alternative sources of energy.","[4, 12, 14]",0
cmp,2011-02,"Expansion of these operations may require securing additional leases, which we may not obtain in a timely manner, or at all.",[1],0
scco,2007-03,"On April 9, 2006, Peruvian citizens participated in the election for president, congress and representatives to the Andean Parliament, to be appointed for the five-year period commencing July 28, 2006.",[13],0
usau,2021-07,"To date, we have earned no revenues and have incurred accumulated net losses of $44.0 million.",[10],0
aumn,2008-02,"We have not conducted surveys of all of the claims in which we hold direct or indirect interests and, therefore, the precise area and location of these claims may be in doubt.",[11],0
arlp,2006-03,The industry has undergone significant consolidation over the last decade.,[4],0
arlp,2020-02,"Consolidation in the coal industry, or current or future bankruptcy proceedings of coal competitors may adversely affect us.",[4],0
cde,2021-02,"Any production, cost, expenditure or financial results estimates speak only as of the date on which they are made, and we disclaim any intent or obligation to update such estimates, whether as a result of new information, future events or otherwise.",[7],0
scco,2014-02,Our business requires levels of capital expenditures which we may not be able to maintain.,"[1, 8]",0
hnrg,2022-03,The competition among coal producers may impact our ability to retain or attract customers and could adversely impact our revenues and cash from operations.,"[4, 8]",0
bmix,2022-03,Any decision made by such persons involving us will be made in accordance with their duties and obligations to deal fairly and in good faith with us and such other companies.,[6],0
arch,2014-02,"A series of more stringent requirements relating to particulate matter, ozone, haze, mercury, sulfur dioxide, nitrogen oxide and other air pollutants are expected to be proposed or become effective in coming years.",[2],0
ceix,2019-02,"If any of these representations, statements or undertakings is, or becomes, inaccurate or incomplete, or if our former parent or the Company breaches any of its representations or covenants contained in any of the separation-related agreements and documents or in any documents relating to the IRS private letter ruling and/or the opinion(s) of tax advisors, the IRS private letter ruling and/or opinion(s) of tax advisors may be invalid and the conclusions reached therein could be jeopardized.","[0, 15]",0
xpl,2009-03,"All of these factors may result in losses in relation to amounts spent, which are not recoverable.",[13],0
arlp,2011-02,Federal and state laws require bonds to secure our obligations related to statutory reclamation requirements and workers compensation and black lung benefits.,"[0, 2]",0
cmp,2018-02,We use KCl in our salt and plant nutrition operations.,[14],0
cmp,2019-03,Various laws and regulations associated with our operations are complex and increase our cost of doing business.,"[9, 12]",0
arlp,2020-02,"Disruption of transportation services due to weather-related problems, flooding, drought, accidents, mechanical difficulties, strikes, lockouts, bottlenecks or other events could temporarily impair our ability to supply coal to our customers.","[9, 14]",0
abml,2015-01,"Our share price might be affected by general economic, political and market conditions, such as recessions, interest rates or international currency fluctuations.","[5, 6]",0
cde,2014-02,"The Company is exposed to credit risk with contract counterparties, including, but not limited to, sales contracts and derivative contracts.","[4, 13]",0
cmp,2015-02,"Transportation and handling costs are a significant component of the total delivered cost of sales for our products, particularly salt.","[4, 14]",0
slca,2019-02,"The occurrence of a cyberattack, breach, unauthorized access, misuse, computer virus or other malicious code or other cybersecurity event could jeopardize or result in the unauthorized disclosure, gathering, monitoring, misuse, corruption, loss or destruction of confidential and other information that belongs to us, our customers, our counterparties, third-party service providers or borrowers that is processed and stored in, and transmitted through, our computer systems and networks.","[9, 11]",0
hymc,2019-03,"Such stockholders are unlikely to have a remedy for such reduction in value unless they are able to successfully claim that the reduction was due to the breach by our officers or directors of a duty of care or other fiduciary duty owed to them, or if they are able to successfully bring a private claim under securities laws that the proxy solicitation or tender offer materials, as applicable, relating to the business combination contained an actionable material misstatement or material omission.","[6, 8, 11]",0
arch,2018-02,Coal prices are subject to change based on a number of factors and can be volatile.,[12],0
lode,2019-02,"Our reports of mineral resources, other mineralized material and grading are estimates and depend upon geological interpretation and statistical inferences or assumptions drawn from drilling and sampling analysis, which may prove to be unpredictable.","[1, 7]",0
arlp,2017-02,"If we were treated as a corporation for U.S. federal income tax purposes, we would pay U.S. federal income tax on our income at the corporate tax rate, and would likely be liable for state income tax at varying rates.",[15],0
rgld,2014-08,"Volatility in gold, silver, copper and nickel prices is demonstrated by the annual high and low prices for those metals from selected calendar years during the past decade.",[10],0
arlp,2017-02,"Net capital loss may only offset capital gains and, in the case of individuals, up to $3,000 of ordinary income per year.",[10],0
fcx,2022-02,"Human capital risks Failure to maintain good relations with our workforce and labor disputes or labor unrest; and Ability to attract, retain and develop qualified personnel.","[8, 13]",0
ceix,2021-02,"As a result of the Murray Energy bankruptcy, the Company may be asked to pay for certain liabilities previously held by Murray in a 2013 transaction between Murray and our former parent.","[3, 15]",0
ceix,2021-02,"The occurrence of an event that is not fully covered by insurance could have a material adverse effect on our business, financial condition, results of operations and cash flows.",[9],0
uec,2021-10,"Furthermore, exploration programs conducted on our projects may not result in the establishment of ore bodies that contain commercially recoverable uranium.","[1, 7]",0
hl,2013-02,"In order to increase the tailings capacity at the mine, a permit is required.","[2, 12]",0
cde,2016-02,"The use of derivative instruments can expose the Company to risk of an opportunity loss and may also result in significant mark-to-market fair value adjustments, which may have a material adverse impact on reported financial results.",[10],0
arch,2022-02,These processes and controls seek to balance our ability to profit from certain marketing and asset optimization strategies against our exposure to potential losses.,[10],0
usau,2014-07,"Hiring and retaining qualified executives, engineers, technical staff, and sales representatives are critical to our business, and competition for experienced employees in our industry can be intense.","[4, 8]",0
pll,2021-09,"Because the probability of an individual prospect ever having reserves is uncertain, our properties may not contain any reserves and any funds spent on evaluation and exploration may be lost.","[1, 7]",0
uuuu,2018-03,"In the event we conclude that a significant deterioration in expected future uranium prices has occurred, we will assess whether an impairment allowance is necessary which, if required, could be material.","[1, 9]",0
arlp,2014-02,"Therefore, our treatment as a corporation would result in a material reduction in the anticipated cash flow and after-tax return to our unitholders, likely causing a substantial reduction in the value of the units.",[15],0
arlp,2019-02,"In the event of further reductions in transportation costs from western coal producing areas, the increased competition with certain eastern coal markets could have a material adverse effect on our business, financial condition and results of operations.","[9, 12, 14]",0
btu,2019-02,"As a result of our continuing review of our business or changing demand, we may choose to further modify our portfolio of operations and/or reduce our workforce in the future.","[9, 12]",0
mux,2019-02,Risks Relating to Our Common Stock,"[3, 6]",0
cmp,2018-02,"Although our operations are conducted through our subsidiaries, none of our subsidiaries is obligated to make funds available to pay dividends on our common stock.","[0, 3]",0
xpl,2013-03,"Delays in obtaining or failure to obtain government permits and approvals or significant changes in regulation could have a material adverse effect on our exploration activities, our ability to locate economic mineral deposits, and our potential to sell, joint venture or eventually develop our properties, which could have a material adverse effect on our financial position or results of operations.","[1, 5]",0
fcx,2022-02,"In third-quarter 2020, we experienced a five-day labor-related work stoppage related to COVID-19 travel restrictions when a small group of workers at PT-FI staged protests and a blockade restricting access to the main road to the mining operations area.","[9, 13]",0
fcx,2009-02,"We are currently rated investment grade by Standard & Poors and Fitch, but are not rated investment grade by Moodys.",[7],0
cmp,2010-02,Canadas federal cabinet did not take final action with respect to this regulatory proposal.,"[2, 15]",0
nc,2016-03,Additional competitors may also enter this market and cause competition to intensify.,"[4, 8]",0
usau,2022-08,"However, certain of these provisions may discourage a future acquisition of us, including an acquisition in which the stockholders might otherwise receive a premium for their shares.","[6, 8]",0
slca,2021-02,"Policing unauthorized use of intellectual property rights can be difficult and expensive, and adequate remedies may not be available.","[7, 12]",0
arch,2009-02,We also have significant lease and royalty obligations.,"[0, 7]",0
ceix,2020-02,Our senior secured credit agreement and the indenture governing our 11.00% senior secured notes restrict our ability to sell assets and use the proceeds from the sales.,[0],0
cmp,2013-02,"In connection with this dispute, local regulations require the Company to post security with the tax authority until the dispute is resolved.",[13],1
hl,2016-02,"This may result in delays in, or in some instances preclude, the commencement or continuation of development or production operations.",[9],0
scco,2016-02,"On October 2014 Peru held regional and mayor elections and, in 2016, will hold a new presidential election.",[5],0
rgld,2021-08,"In 2017, the United Kingdom's Financial Conduct Authority (the authority that regulates LIBOR) announced that it intends to phase out LIBOR by the end of calendar year 2021.","[2, 5]",0
arlp,2018-02,Future environmental regulation of GHG emissions also could accelerate the use by utilities of fuels other than coal.,"[2, 12]",0
hl,2009-03,"Even if we believe we have found a valuable mineral deposit, it may be several years before production from that deposit is possible.",[1],0
lode,2011-04,"We recognize that if we are unable to generate significant revenues from the exploration of our mineral claims in the future, we will not be able to earn profits or continue operations.",[1],0
scco,2008-02,"Grupo Mexico has the ability to determine the outcome of substantially all matters submitted for a vote to our stockholders and thus exercises control over our business policies and affairs, including the following: the composition of our board of directors and, as a result, any determinations of our board with respect to our business direction and policy, including the appointment and removal of our officers; determinations with respect to mergers and other business combinations, including those that may result in a change of control; whether dividends are paid or other distributions are made and the amount of any dividends or other distributions; sales and dispositions of our assets; and the amount of debt financing that we incur.","[3, 6]",0
arch,2013-03,"As a result, estimates of the quantities and qualities of economically recoverable coal attributable to any particular group of properties, classifications of reserves based on risk of recovery, estimated cost of production, and estimates of future net cash flows expected from these properties as prepared by different engineers, or by the same engineers at different times, may vary materially due to changes in the above factors and assumptions.","[7, 10]",0
fcx,2016-02,"Our rights to participate in any distribution of our subsidiaries' assets upon their liquidation, reorganization or insolvency would generally be subject to the prior claims of the subsidiaries' creditors, including any trade creditors.",[0],0
arch,2019-02,"Carbon dioxide, which is considered to be a greenhouse gas, is a by-product of burning coal.",[12],0
hl,2021-02,"In September 2018, in response to tariffs on Chinese goods implemented by the United States, China imposed a 10% tariff on lead concentrates and a 20% tariff on silver concentrates, which we produce and ship to China and from time to time.","[4, 5]",0
uec,2021-10,These factors include: (i) macroeconomic factors; (ii) fluctuations in the market price of uranium; (iii) governmental regulations; (iv) land tenure and use; (v) regulations concerning the importing and exporting of uranium; and (vi) environmental protection regulations.,[2],0
nem,2016-02,"Subsequently, a dispute over the legality of the purchase under relevant laws and regulations arose between certain members of parliament and the Ministry of Finance, and the transaction never closed despite NTPBV and the agency repeatedly agreeing to extend the period for satisfying the closing conditions.",[2],0
arch,2016-03,"We base our estimates of reclamation and mine closure liabilities on permit requirements, engineering studies and our engineering expertise related to these requirements.","[2, 7]",0
